status,old_path,new_path,reason
ready,output_md/z香港vs内地/伟伟说投资_1.75%→1.25%！内地头部保司集体降息，分红险的黄金窗..._20260426_185941.md,output_md/z香港vs内地/260426_伟伟说投资_1.75%→1.25%！内地头部保司集体降息，分红险的黄金窗..._185941.md,可改名
ready,output_md/z香港vs内地/伟伟说投资_人民币汇率创三年新高！2026最值得入手的「人民币保单」深度..._20260426_185939.md,output_md/z香港vs内地/260426_伟伟说投资_人民币汇率创三年新高！2026最值得入手的「人民币保单」深度..._185939.md,可改名
ready,output_md/z香港vs内地/崔伟说投资_再升级！保诚保单可直付内地养老院，香港投保内地养老一步到位_20260503_162217.md,output_md/z香港vs内地/260503_崔伟说投资_再升级！保诚保单可直付内地养老院，香港投保内地养老一步到位_162217.md,可改名
ready,output_md/z香港vs内地/港险宝宝PRO_内地保险返佣_索佣3万将入刑，那香港呢？_20260426_185934.md,output_md/z香港vs内地/260426_港险宝宝PRO_内地保险返佣_索佣3万将入刑，那香港呢？_185934.md,可改名
ready,output_md/z香港vs内地/港险渠道_汇率波动下的财富真相：人民币1_6时，香港保险真的会亏吗？_20260426_185936.md,output_md/z香港vs内地/260426_港险渠道_汇率波动下的财富真相：人民币1_6时，香港保险真的会亏吗？_185936.md,可改名
ready,output_md/z香港vs内地/蓝星探险_为什么内地下架的3.5，又在香港开卖了？_20260426_185935.md,output_md/z香港vs内地/260426_蓝星探险_为什么内地下架的3.5，又在香港开卖了？_185935.md,可改名
skip_already_new,output_md/什么是香港保险/260409_崔伟说投资_买香港储蓄险，到底在买什么？_111613_20260503_212850.md,output_md/什么是香港保险/260409_崔伟说投资_买香港储蓄险，到底在买什么？_111613_20260503_212850.md,已经是目标格式
skip_already_new,output_md/什么是香港保险/260415_崔伟说投资_“跨境投保”新政持续加码，港险再迎实质性利好！_161020_20260503_212847.md,output_md/什么是香港保险/260415_崔伟说投资_“跨境投保”新政持续加码，港险再迎实质性利好！_161020_20260503_212847.md,已经是目标格式
skip_already_new,output_md/什么是香港保险/260417_蓝星探险_点开秒懂，香港保险的计划书，到底怎么看？_190947_20260503_212845.md,output_md/什么是香港保险/260417_蓝星探险_点开秒懂，香港保险的计划书，到底怎么看？_190947_20260503_212845.md,已经是目标格式
skip_already_new,output_md/什么是香港保险/260428_伟伟说投资_他撕开了真相，保险真的是骗人的吗？_164028_20260503_212850.md,output_md/什么是香港保险/260428_伟伟说投资_他撕开了真相，保险真的是骗人的吗？_164028_20260503_212850.md,已经是目标格式
ready,output_md/什么是香港保险/伟伟说投资_2026年千万别去HK买保险！小心这2个坑让你x本无归_20260426_185932.md,output_md/什么是香港保险/260426_伟伟说投资_2026年千万别去HK买保险！小心这2个坑让你x本无归_185932.md,可改名
ready,output_md/什么是香港保险/伟伟说投资_坦白局：为什么大部分人都不适合买G险？_20260427_155909.md,output_md/什么是香港保险/260427_伟伟说投资_坦白局：为什么大部分人都不适合买G险？_155909.md,可改名
